id,created_at,lang,retweet_count,referenced_tweets_id,referenced_tweets_type,text,sent_label,sent_score,sadness,joy,fear,disgust,anger,qt_id,qt_text,sent_score_qt,sent_label_qt,sent_language_qt,sadness_qt,joy_qt,fear_qt,disgust_qt,anger_qt
1.36758E+18,,,,1.36758E+18,quoted,,neutral,0,0.19425,0.320446,0.153883,0.044218,0.060461,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.36758E+18,,,,1.36758E+18,quoted,,positive,0.612078,0.061514,0.464361,0.080529,0.030559,0.271644,1.36758E+18,,-0.810538,negative,,0.417671,0.195302,0.16682,0.028764,0.034422
1.36758E+18,,,,1.36758E+18,quoted,,negative,-0.883819,0.241216,0.240592,0.301541,0.037946,0.056782,1.36758E+18,,-0.810538,negative,,0.417671,0.195302,0.16682,0.028764,0.034422
1.36759E+18,,,,1.36758E+18,quoted,,neutral,0,0.147796,0.267738,0.237895,0.028674,0.036804,1.36758E+18,,-0.810538,negative,,0.417671,0.195302,0.16682,0.028764,0.034422
1.36759E+18,,,,1.36758E+18,quoted,,neutral,0,0.290911,0.261492,0.321404,0.030821,0.040626,1.36758E+18,,-0.508673,negative,,0.282566,0.256329,0.2553,0.028074,0.068853
1.36759E+18,,,,1.36758E+18,quoted,,positive,0.837947,0.131138,0.558898,0.096791,0.034222,0.046902,1.36758E+18,,0,neutral,,0.137583,0.356796,0.133462,0.04258,0.062248
1.36759E+18,,,,1.36754E+18,quoted,,positive,0.985749,0.128134,0.615842,0.057535,0.02156,0.046084,1.36754E+18,,-0.779857,negative,,0.263735,0.338828,0.150254,0.047672,0.171277
1.36759E+18,,,,1.36759E+18,quoted,,negative,-0.659388,0.419065,0.158519,0.310631,0.035276,0.049183,1.36759E+18,,0.937223,positive,,0,0,0,0,0
1.36759E+18,,,,1.36759E+18,quoted,,negative,-0.685446,0.491032,0.137971,0.293956,0.029746,0.061287,1.36759E+18,,-0.684824,negative,,0,0,0,0,0
1.36759E+18,,,,1.36758E+18,quoted,,negative,-0.471325,0.069632,0.195872,0.160557,0.012934,0.098501,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.36759E+18,,,,1.36758E+18,quoted,,positive,0.829488,0.237869,0.388797,0.540865,0.014692,0.041844,1.36758E+18,,-0.810538,negative,,0.417671,0.195302,0.16682,0.028764,0.034422
1.36759E+18,,,,1.36759E+18,quoted,,negative,-0.833539,0.277132,0.237799,0.243435,0.019644,0.044302,1.36759E+18,,-0.806619,negative,,0.431544,0.136176,0.290389,0.01156,0.036018
1.36759E+18,,,,1.36759E+18,quoted,,positive,0.802747,0.180379,0.581967,0.08181,0.021935,0.034413,1.36759E+18,,-0.803628,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.36759E+18,,,,1.36756E+18,quoted,,negative,-0.708371,0.205973,0.270803,0.350918,0.035779,0.04303,1.36756E+18,,0,neutral,,0.133344,0.505563,0.218442,0.032228,0.035838
1.3676E+18,,,,1.36758E+18,quoted,,neutral,0,0.157827,0.728113,0.313931,0.011852,0.027408,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.3676E+18,,,,1.36758E+18,quoted,,negative,-0.867859,0.117664,0.437603,0.266626,0.045914,0.043736,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
