id,created_at,lang,retweet_count,referenced_tweets_id,referenced_tweets_type,text,sent_label,sent_score,sadness,joy,fear,disgust,anger,qt_id,qt_text,sent_score_qt,sent_label_qt,sent_language_qt,sadness_qt,joy_qt,fear_qt,disgust_qt,anger_qt
1.41765E+18,,,,1.41765E+18,quoted,,positive,0.776661,0.111418,0.542565,0.056471,0.094308,0.157652,1.41765E+18,,0,neutral,,0.441889,0.342532,0.056553,0.027391,0.044953
1.41765E+18,,,,1.41765E+18,quoted,,neutral,0,0.281571,0.235851,0.111597,0.091162,0.031728,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41765E+18,,,,1.41765E+18,quoted,,positive,0.969454,0.252635,0.570907,0.043587,0.064077,0.060611,1.41765E+18,,0,neutral,,0.441889,0.342532,0.056553,0.027391,0.044953
1.41765E+18,,,,1.41746E+18,quoted,,neutral,0,0.122416,0.351928,0.076455,0.101621,0.072209,1.41746E+18,,0.965662,positive,,0.180587,0.526708,0.050136,0.032881,0.05681
1.41765E+18,,,,1.41765E+18,quoted,,positive,0.999998,0.114439,0.510687,0.06526,0.094182,0.045336,1.41765E+18,,0,neutral,,0.441889,0.342532,0.056553,0.027391,0.044953
1.41765E+18,,,,1.41765E+18,quoted,,positive,0.784469,0.111928,0.567043,0.087464,0.0892,0.047429,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41765E+18,,,,1.41761E+18,quoted,,negative,-0.548397,0.273337,0.411644,0.259692,0.101368,0.031771,1.41761E+18,,0.930826,positive,,0.47922,0.373517,0.017084,0.030363,0.035877
1.41765E+18,,,,1.41765E+18,quoted,,neutral,0,0.035543,0.819375,0.13884,0.066504,0.014173,1.41765E+18,,0,neutral,,0.060275,0.708373,0.109798,0.067836,0.019617
1.41765E+18,,,,1.41765E+18,quoted,,positive,0.362244,0.135666,0.583936,0.110605,0.095641,0.062106,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41765E+18,,,,1.41765E+18,quoted,,neutral,0,0.110872,0.527846,0.064723,0.164174,0.041112,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41766E+18,,,,9.22202E+17,quoted,,neutral,0,0.109509,0.241104,0.061934,0.100653,0.365442,9.22202E+17,,-0.6203,negative,,0.490188,0.011616,0.347888,0.045882,0.13001
1.41766E+18,,,,1.41765E+18,quoted,,positive,0.955469,0.283538,0.983257,0.007228,0.010756,0.005337,1.41765E+18,,0.684415,positive,,0.25123,0.521546,0.060936,0.019869,0.057695
1.41766E+18,,,,1.41766E+18,quoted,,positive,0.560828,0.114874,0.356116,0.182456,0.030569,0.02495,1.41766E+18,,0,neutral,,0.187458,0.265988,0.166048,0.015878,0.050148
1.41766E+18,,,,1.41766E+18,quoted,,neutral,0,0.134108,0.519273,0.051319,0.100842,0.041865,1.41766E+18,,0,neutral,,0.073196,0.262475,0.423043,0.057364,0.108321
1.41766E+18,,,,1.41765E+18,quoted,,positive,0.696636,0.171798,0.40204,0.040368,0.095814,0.048182,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41766E+18,,,,1.41766E+18,quoted,,neutral,0,0.0924,0.308821,0.266267,0.122517,0.068682,1.41766E+18,,0,neutral,,0.073196,0.262475,0.423043,0.057364,0.108321
1.41766E+18,,,,1.41763E+18,quoted,,negative,-0.769306,0.10683,0.111291,0.109979,0.09181,0.171783,1.41763E+18,,0,neutral,,0.120511,0.330723,0.060398,0.087366,0.033803
1.41766E+18,,,,1.41766E+18,quoted,,neutral,0,0.157746,0.541367,0.077286,0.060166,0.061049,1.41766E+18,,0,neutral,,0.260001,0.446057,0.105878,0.029743,0.053559
1.41766E+18,,,,1.41765E+18,quoted,,negative,-0.625121,0.15501,0.551791,0.058286,0.071371,0.069173,1.41765E+18,,-0.832757,negative,,0,0,0,0,0
1.41766E+18,,,,1.41766E+18,quoted,,positive,0.980644,0.119777,0.582716,0.06425,0.053251,0.09053,1.41766E+18,,0,neutral,,0.179655,0.258249,0.169447,0.067924,0.11341
1.41766E+18,,,,1.41765E+18,quoted,,positive,0.760492,0.309603,0.594196,0.06094,0.039352,0.037085,1.41765E+18,,0,neutral,,0.117874,0.392757,0.245358,0.094969,0.225927
1.41766E+18,,,,1.41764E+18,quoted,,positive,0.646925,0.143461,0.624779,0.027009,0.083244,0.031008,1.41764E+18,,-0.460313,negative,,0.08602,0.537189,0.059004,0.095166,0.076233
1.41766E+18,,,,1.41746E+18,quoted,,negative,-0.4203,0.405924,0.499869,0.030055,0.068601,0.035085,1.41746E+18,,-0.926615,negative,,0.17702,0.309744,0.066186,0.033853,0.04381
1.41766E+18,,,,1.41766E+18,quoted,,negative,-0.721147,0.173209,0.211908,0.205319,0.158418,0.103561,1.41766E+18,,0,neutral,,0.089517,0.500628,0.075158,0.209521,0.084374
1.41766E+18,,,,1.41766E+18,quoted,,negative,-0.685211,0.098475,0.401657,0.098945,0.379747,0.063347,1.41766E+18,,0.702805,positive,,0.382475,0.398255,0.043557,0.041232,0.052823
1.41767E+18,,,,1.41766E+18,quoted,,neutral,0,0.105832,0.400631,0.320816,0.093728,0.035186,1.41766E+18,,0,neutral,,0.363613,0.297743,0.161134,0.096063,0.026963
1.41767E+18,,,,1.41766E+18,quoted,,negative,-0.921085,0.381819,0.164461,0.172693,0.070878,0.075441,1.41766E+18,,0,neutral,,0.089517,0.500628,0.075158,0.209521,0.084374
1.41767E+18,,,,1.41767E+18,quoted,,positive,0.594485,0.370592,0.242279,0.068452,0.114551,0.097276,1.41767E+18,,-0.941402,negative,,0.381866,0.21623,0.066285,0.123894,0.086318
1.41767E+18,,,,1.41766E+18,quoted,,neutral,0,0.165807,0.289831,0.22613,0.118677,0.064292,1.41766E+18,,0.466028,positive,,0.149482,0.381598,0.2682,0.078782,0.030044
1.41767E+18,,,,1.41767E+18,quoted,,neutral,0,0.198303,0.259336,0.044905,0.124444,0.102224,1.41767E+18,,0,neutral,,0.043832,0.714587,0.089225,0.051087,0.058174
1.41767E+18,,,,1.41757E+18,quoted,,neutral,0,0.102671,0.33844,0.073644,0.349667,0.0602,1.41757E+18,,-0.701097,negative,,0.246638,0.203642,0.344859,0.052383,0.097929
1.41767E+18,,,,1.41767E+18,quoted,,neutral,0,0.342825,0.389176,0.056591,0.09017,0.030984,1.41767E+18,,0,neutral,,0.172432,0.330121,0.077346,0.043643,0.083744
1.41767E+18,,,,1.41765E+18,quoted,,neutral,0,0.260042,0.176869,0.103866,0.096019,0.056985,1.41765E+18,,0,neutral,,0.10904,0.376067,0.315941,0.100232,0.036901
1.41767E+18,,,,1.41767E+18,quoted,,positive,0.902823,0.135313,0.502137,0.045188,0.104984,0.24889,1.41767E+18,,0,neutral,,0.346701,0.319293,0.055707,0.110094,0.031064
1.41767E+18,,,,8.53394E+17,quoted,,positive,0.683069,0.101737,0.63175,0.070481,0.054041,0.073939,8.53394E+17,,0.776522,positive,,0.438608,0.322093,0.020534,0.019328,0.069887
1.41767E+18,,,,1.41767E+18,quoted,,negative,-0.279781,0.123616,0.524674,0.053524,0.179031,0.039695,1.41767E+18,,0.835212,positive,,0.298148,0.299467,0.11028,0.041621,0.11446
1.41767E+18,,,,1.41765E+18,quoted,,neutral,0,0.16748,0.379048,0.144472,0.071548,0.057461,1.41765E+18,,0.472633,positive,,0.199438,0.402956,0.138857,0.049442,0.056634
1.41767E+18,,,,1.38675E+18,quoted,,neutral,0,0.171679,0.287601,0.087551,0.126901,0.028724,1.38675E+18,,-0.906508,negative,,0.643957,0.093186,0.070888,0.036585,0.038512
1.41768E+18,,,,1.41767E+18,quoted,,positive,0.754073,0.096864,0.670517,0.04748,0.126091,0.028346,1.41767E+18,,0,neutral,,0.260829,0.307474,0.094667,0.079174,0.057232
1.41768E+18,,,,1.41767E+18,quoted,,positive,0.570757,0.097973,0.249089,0.132219,0.152154,0.269532,1.41767E+18,,0,neutral,,0.259967,0.437806,0.064429,0.062821,0.054734
1.41768E+18,,,,1.41767E+18,quoted,,neutral,0,0.153619,0.41141,0.045542,0.185168,0.065481,1.41767E+18,,0,neutral,,0.259967,0.437806,0.064429,0.062821,0.054734
1.41768E+18,,,,1.41734E+18,quoted,,neutral,0,0.089211,0.594854,0.02621,0.246841,0.032295,1.41734E+18,,0,neutral,,0.342928,0.308867,0.056445,0.027666,0.067452
1.41768E+18,,,,1.41767E+18,quoted,,neutral,0,0.174226,0.559312,0.064248,0.078504,0.03929,1.41767E+18,,0,neutral,,0.127199,0.572191,0.086184,0.043272,0.050005
1.41768E+18,,,,1.41767E+18,quoted,,positive,0.779927,0.071409,0.755547,0.019245,0.035928,0.01438,1.41767E+18,,0,neutral,,0.259967,0.437806,0.064429,0.062821,0.054734
1.41768E+18,,,,1.41767E+18,quoted,,negative,-0.858752,0.126284,0.44925,0.143504,0.076461,0.060474,1.41767E+18,,0,neutral,,0.259967,0.437806,0.064429,0.062821,0.054734
1.41768E+18,,,,1.41439E+18,quoted,,neutral,0,0.191143,0.318032,0.04606,0.179671,0.027589,1.41439E+18,,0,neutral,,0.223253,0.525983,0.01768,0.016196,0.018093
1.41768E+18,,,,1.41763E+18,quoted,,negative,-0.985698,0.276016,0.268545,0.07648,0.102935,0.186123,1.41763E+18,,-0.928272,negative,,0.099197,0.010446,0.185037,0.098354,0.073529
1.41768E+18,,,,1.41767E+18,quoted,,neutral,0,0.317844,0.315456,0.053525,0.12028,0.056242,1.41767E+18,,0,neutral,,0.127199,0.572191,0.086184,0.043272,0.050005
1.41768E+18,,,,1.41768E+18,quoted,,negative,-0.820621,0.538195,0.186182,0.02466,0.124796,0.038179,1.41768E+18,,0.647956,positive,,0.132172,0.567284,0.017784,0.085283,0.027842
1.41768E+18,,,,1.41768E+18,quoted,,positive,0.868329,0.28507,0.295233,0.236363,0.058741,0.041624,1.41768E+18,,-0.810161,negative,,0.474828,0.33706,0.056094,0.080403,0.019999
1.41768E+18,,,,1.41767E+18,quoted,,positive,0.386359,0.104951,0.338302,0.070493,0.053719,0.02931,1.41767E+18,,0,neutral,,0.259967,0.437806,0.064429,0.062821,0.054734
1.41768E+18,,,,1.41768E+18,quoted,,neutral,0,0.066424,0.636049,0.090929,0.282959,0.028023,1.41768E+18,,0,neutral,,0.182163,0.317546,0.089617,0.025267,0.038701
